NAME,ADDR,LBRRY_LA,LBRRY_LO,TEL
고양시립덕이도서관,경기도 고양시 일산서구 하이파크로 128,37.7029746,126.754531,031-8075-9320
고양시립신원도서관,경기도 고양시 덕양구 신원2로 24,37.6663747,126.886347,031-8075-9340
고양시립삼송도서관,경기도 고양시 덕양구 덕수천1로 73,37.6488432,126.884639,031-8075-9360
고양시립가좌도서관,경기도 고양시 일산서구 가좌3로 16,37.6861719,126.7202262,031-8075-9380
강서구립등빛도서관,서울특별시 강서구 강서로62길 48,37.5624339,126.8423536,02-3664-6990
강서구립가양도서관,서울특별시 강서구 양천로61길 101,37.559397,126.8653386,02-3665-8797
강서구립곰달래도서관,서울특별시 강서구 강서로5길 50,37.5291122,126.8490778,02-2065-3785
강서구립우장산숲속도서관,서울특별시 강서구 우현로 34,37.5484267,126.8418183,02-2696-6689
강서영어도서관,서울특별시 강서구 곰달래로57가길 26,37.5349763,126.8604366,02-2061-2270
강서구립길꽃어린이도서관,서울특별시 강서구 금낭화로24길 5,37.5786886,126.8138658,02-2663-4764
강서구립꿈꾸는어린이도서관,서울특별시 강서구 공항대로 615,37.5473333,126.8731625,02-3663-4025
강서구립푸른들청소년도서관,서울특별시 강서구 강서로45다길 71,37.544683,126.8351,02-2691-1630
서산시립도서관,충청남도 서산시 부춘공원2로 26,36.7883115,126.4492221,041-660-2588
대산도서관,충청남도 서산시 대산읍 대산1로 78-22,36.9401513,126.4396125,041-661-8087
인지작은도서관,충청남도 서산시 인지면 둔당로 74-21,36.75337,126.4247,070-8244-2588
고북작은도서관,충청남도 서산시 고북면 고북1로 294,36.667254,126.533492,070-8668-0880
부석작은도서관,충청남도 서산시 부석면 취평2길 26-13,36.715289,126.394067,070-4366-2588
광주 서구 상록도서관,광주광역시 서구 상무대로1171번길 11,35.1551865,126.8889039,062-350-4580
광주 서구 어린이생태학습도서관,광주광역시 서구 풍암공원로 8,35.1297987,126.8818583,062-350-4584
광주 서구 문화의숲도서관,광주광역시 서구 마재로 3,35.1308667,126.8603824,062-654-4306
거창군립한마음도서관,경상남도 거창군 거창읍 거열로6길 11,35.6891619,127.9037437,055-940-8470
국립세종도서관,세종특별자치시 다솜3로 48,36.4989631,127.268342,044-900-9114
제천시립도서관,충청북도 제천시 내제로 318,37.145074,128.220288,043-646-2019
안산시 중앙도서관,경기도 안산시 단원구 안산천남로 14,37.3044036,126.8212469,031-481-2703
안산시 일동도서관,경기도 안산시 상록구 구룡로 71,37.3154155,126.8717236,031-481-3712
안산시 관산도서관,경기도 안산시 단원구 관산길 29,37.3321319,126.7995588,031-481-2751
안산시 성포도서관,경기도 안산시 상록구 충장로 528,37.3251788,126.8503406,031-481-2755
안산시 감골도서관,경기도 안산시 상록구 감골공원안길 16-1,37.2926167,126.8544536,031-481-2665
안산시 단원어린이도서관,경기도 안산시 단원구 화정로 30,37.3311927,126.8161013,031-481-2678
안산시 상록어린이도서관,경기도 안산시 상록구 구룡체육관로 45,37.3073887,126.8633133,031-481-2671
다문화작은도서관,경기도 안산시 단원구 부부로 43,37.332383,126.790301,031-493-2661
안산시 반월도서관,경기도 안산시 상록구 반월새싹길 39-3,37.304155,126.900016,031-481-2663
신길샛별도서관,경기도 안산시 단원구 새뿔길 67,37.3377496,126.7775478,031-492-2707
사2동 꿈을키우는도서관,경기도 안산시 상록구 영화5길 15,37.27974,126.8511,031-417-2707
안산시 부곡도서관,경기도 안산시 상록구 성호로 333,37.3326644,126.8608588,031-481-3603
석수골작은도서관,경기도 안산시 단원구 석수로9길 20,37.3465693,126.8039588,031-439-2707
선부3동선녀마을작은도서관,경기도 안산시 단원구 우목골길 7-15,37.3425683,126.8130929,031-411-3784
안산시 미디어도서관,경기도 안산시 단원구 광덕1로 198,37.307187,126.8312518,031-481-3961
안산시 원고잔도서관,경기도 안산시 단원구 원고잔공원로 33,37.3245985,126.8247479,031-481-3877
안산시평생학습관작은도서관,경기도 안산시 상록구 차돌배기로 24-1,37.29905,126.84641,070-4492-0796
사3동작은도서관,경기도 안산시 상록구 해양로 8,37.29469,126.82009,031-481-5774
안산시 수암도서관,경기도 안산시 상록구 원당골1길 23-3,37.36182,126.87322,031-481-3967
안산시 본오도서관,경기도 안산시 상록구 각골로 49,37.2939804,126.8723016,031-481-3698
안산시 선부도서관,경기도 안산시 단원구 선부로 100,37.3411073,126.8061847,031-481-3888
와동별빛누리작은도서관,경기도 안산시 단원구 와동로 118,37.34059,126.82726,031-402-7492
와동책읽는방작은도서관,경기도 안산시 단원구 화정천동로2길 38-1,37.3428564,126.8228153,031-482-2707
안산시 대부도서관,경기도 안산시 단원구 대남로 30,37.2405386,126.5829946,031-481-3955
당곡작은도서관,경기도 안산시 단원구 예술대학로 76,37.3237954,126.8375919,031-481-3879
영천시립도서관,경상북도 영천시 중앙동1길 80,35.9754243,128.932787,054-339-7777
관악중앙도서관,서울특별시 관악구 신림로3길 35,37.4671252,126.9448168,02-828-5700
성현동작은도서관,"서울특별시 관악구 관악로37길 56, 동아아파트 상가B동 5층",37.4872372,126.9560383,02-877-7182
글빛정보도서관,서울특별시 관악구 관악로30길 23,37.4861679,126.95965,02-878-7460
은천동작은도서관,서울특별시 관악구 봉천로33나길 30,37.4852797,126.9423964,02-877-1162
조원도서관,서울특별시 관악구 조원로12길 25,37.4826794,126.9078028,02-851-5571
관악산詩도서관,서울특별시 관악구 신림로 23,37.4681523,126.9455001,02-871-2261
낙성대공원도서관,"서울특별시 관악구 낙성대로 77, 낙성대공원 내",37.4711007,126.95999,02-872-5575
용꿈꾸는작은도서관,서울특별시 관악구 관악로 145,37.4781549,126.9514847,02-889-8823
고맙습니다 하난곡작은도서관,서울특별시 관악구 난우10가길 20-7,37.4767912,126.9199313,02-868-8994
이천시립도서관,경기도 이천시 설봉로81번길 50,37.2868263,127.4368133,031-644-4351
이천시립어린이도서관,경기도 이천시 남천로 31,37.278046,127.441157,031-644-4381
이천시립청미도서관,경기도 이천시 장호원읍 장호원3리 371,37.1169278,127.6152627,031-644-4371
시청작은도서관,경기도 이천시 부악로 40,37.2717955,127.4347107,031-644-4390
율면작은도서관,경기도 이천시 율면 고당로138번길 5-9,37.0950889,127.5470953,031-641-8777
백사작은도서관,경기도 이천시 백사면 현방로 69,37.3392586,127.4913661,031-634-1981
이천시립효양도서관,경기도 이천시 부발읍 경충대로2250번길 35,37.2615995,127.4779588,031-644-4391
인천광역시교육청북구도서관,인천광역시 부평구 신트리로 21,37.5066139,126.7236467,032-363-5000
한라도서관,제주특별자치도 제주시 오남로 221,33.476399,126.516288,064-710-8666
제주 삼매봉도서관,제주특별자치도 서귀포시 남성중로153번길 15,33.24426,126.5521,064-733-1524
제주 중앙도서관,제주특별자치도 서귀포시 김정문화로 32,33.2513754,126.5076048,064-739-1516
제주 동부도서관,제주특별자치도 서귀포시 일주동로 8232,33.261775,126.608288,064-767-1524
제주 서부도서관,제주특별자치도 서귀포시 중문관광로 346,33.250821,126.432371,064-739-9862
서귀포기적의도서관,제주특별자치도 서귀포시 일주동로 8593,33.2543478,126.5699445,064-732-3251
제주 안덕산방도서관,제주특별자치도 서귀포시 안덕면 화순서서로 44,33.2550768,126.3306645,064-794-2489
제주 표선도서관,제주특별자치도 서귀포시 표선면 표선백사로110번길 17-10,33.3239223,126.8385708,064-787-5488
제주 성산일출도서관,제주특별자치도 서귀포시 성산읍 고성오조로 133,33.4556963,126.9121171,064-783-4227
제주 우당도서관,제주특별자치도 제주시 사라봉동길 30,33.5154244,126.5487423,064-728-1503
제주 탐라도서관,제주특별자치도 제주시 정원로 50,33.479268,126.477125,064-728-1506
제주기적의도서관,제주특별자치도 제주시 동광로12길 19,33.5017041,126.5354668,064-728-1504
제주 조천읍도서관,제주특별자치도 제주시 조천읍 일주동로 1189,33.5377434,126.6676946,064-728-1505
제주 애월도서관,제주특별자치도 제주시 애월읍 일주서로 6339,33.4633179,126.3313125,064-728-1507
제주 한경도서관,제주특별자치도 제주시 한경면 신한로 13,33.3500434,126.1845632,064-728-1508
충청북도교육도서관,충청북도 청주시 서원구 충렬로 19,36.632765,127.477825,043-276-8305
충청북도교육문화원,충청북도 청주시 청원구 밀레니엄2로 21,36.6828517,127.4799929,043-229-2600
충청북도중원교육문화원,충청북도 충주시 호암대로 50,36.9549462,127.931265,043-841-8950
중원교육도서관,충청북도 충주시 주덕읍 창전길 221,36.97246,127.7862678,043-846-0629
제천학생회관,충청북도 제천시 숭의로 29,37.1459009,128.2022633,043-647-8588
미원교육도서관,충청북도 청주시 상당구 미원면 단재로 2494-1,36.6372156,127.660374,043-297-1525
보은교육도서관,충청북도 보은군 보은읍 삼산로 56-10,36.484076,127.7160615,043-542-5473
옥천교육도서관,충청북도 옥천군 옥천읍 관성로3길 7,36.300914,127.5724097,043-731-7051
영동교육도서관,충청북도 영동군 영동읍 학산영동로 1220,36.1713844,127.7722622,043-744-5754
진천교육도서관,충청북도 진천군 진천읍 상산1길 11,36.8557046,127.4392093,043-533-4404
괴산교육도서관,충청북도 괴산군 괴산읍 읍내로12길 38,36.8109221,127.7920861,043-833-0319
증평교육도서관,충청북도 증평군 증평읍 광장로 154,36.7829406,127.5886432,043-836-9477
음성교육도서관,충청북도 음성군 음성읍 시장로126번길 29,36.939997,127.6928173,043-873-2977
금왕교육도서관,충청북도 음성군 금왕읍 응천서길27번길 33,36.9901121,127.5921688,043-877-8761
단양교육도서관,충청북도 단양군 단양읍 상진12길 18,36.9796323,128.356686,043-423-1095~6
전주시립효자도서관,전북특별자치도 전주시 완산구 우전로 181,35.8109943,127.1005948,063-281-6490
강원특별자치도교육청 원주교육문화관,강원특별자치도 원주시 북원로 2312,37.3517321,127.9359125,033-737-1001
강원특별자치도교육청 강릉교육문화관,강원특별자치도 강릉시 노암등길 37-1,37.745942,128.9000051,033-640-9941
강원특별자치도교육청 정선교육도서관,강원특별자치도 정선군 정선읍 봉양4길 9,37.3782494,128.6613918,033-563-5330
강원특별자치도교육청 명주교육도서관,강원특별자치도 강릉시 주문진읍 해안3길 11,37.8867734,128.8263907,033-660-6907
강원특별자치도교육청 삼척교육문화관,강원특별자치도 삼척시 진주로 48-41,37.445145,129.1650073,033-570-5530
강원특별자치도교육청 춘천교육문화관,강원특별자치도 춘천시 중앙로107번길 14,37.8757842,127.7241858,033-258-2500
강원특별자치도교육청속초교육문화관,강원특별자치도 속초시 번영로 82,38.2063896,128.5861305,033-630-0204
강원특별자치도교육청 춘성교육도서관,강원특별자치도 춘천시 신북읍 신샘밭로 359-32,37.9273184,127.7506508,033-242-6636
강원특별자치도교육청 문막교육도서관,강원특별자치도 원주시 문막읍 문막시장1길 76-6,37.3050229,127.8146418,033-735-3682
강원특별자치도교육청 속초교육도서관,강원특별자치도 속초시 번영로 15,38.2026986,128.5804605,033-636-1495
강원특별자치도교육청 양양교육도서관,강원특별자치도 양양군 양양읍 남문로 50,38.0758946,128.618285,033-672-2679
강원특별자치도교육청 태백교육도서관,강원특별자치도 태백시 태백로 1126,37.1578745,128.989316,033-553-1237
강원특별자치도교육청 홍천교육도서관,강원특별자치도 홍천군 홍천읍 꽃뫼로 93,37.6916857,127.8839978,033-434-3236
강원특별자치도교육청 횡성교육도서관,강원특별자치도 횡성군 횡성읍 교항로 32,37.4871586,127.9795054,033-344-6591
강원특별자치도교육청 영월교육도서관,강원특별자치도 영월군 영월읍 영월로 1914-7,37.1802997,128.4588221,033-373-9315
강원특별자치도교육청 평창교육도서관,강원특별자치도 평창군 평창읍 평창중앙로 83-17,37.3696066,128.3943975,033-332-2615
강원특별자치도교육청 철원교육도서관,강원특별자치도 철원군 철원읍 금학로273번길 21-14,38.2106209,127.2122376,033-455-6928
강원특별자치도교육청 화천교육도서관,강원특별자치도 화천군 화천읍 상승로3길 22,38.1074923,127.7042923,033-441-6343
강원특별자치도교육청 양구교육도서관,강원특별자치도 양구군 양구읍 우정로119번길 30,38.101864,127.9874258,033-482-0284
강원특별자치도교육청 인제교육도서관,강원특별자치도 인제군 인제읍 인제로193번길 15-1,38.0702268,128.1706713,033-460-1077
강원특별자치도교육청 고성교육도서관,강원특별자치도 고성군 거진읍 거탄진로29번길 7,38.4392611,128.4500889,033-682-4886
강원특별자치도교육청 동해교육도서관,강원특별자치도 동해시 부곡5길 22,37.5384865,129.109787,033-533-4436
파주시립탄현도서관,"경기도 파주시 탄현면 방촌로649번길 24-7, 탄현면 행정복지센터 2층",37.8024426,126.7161779,031-940-8458
한밭도서관,대전광역시 중구 서문로 10,36.309938,127.4096305,042-270-7420
가오도서관,대전광역시 동구 동구청로 147,36.3124314,127.4553237,042-259-7051
용운도서관,대전광역시 동구 새울로68번길 23-23,36.3257533,127.4636938,042-259-7021
판암도서관,대전광역시 동구 옥천로180번길 20,36.3164497,127.4607732,042-259-7071
성남작은도서관,대전광역시 동구 성남로 38-5,36.3423154,127.429825,042-259-7091
무지개도서관,대전광역시 동구 동부로 56-22,36.3204616,127.4600999,042-259-7041
홍도도서관,대전광역시 동구 동산초교로34번길 56,36.3490198,127.4257139,042-259-7571
자양도서관,대전광역시 동구 백룡로 16,36.3355031,127.4485873,042-259-7422
갈마도서관,대전광역시 서구 신갈마로127번길 138,36.3409156,127.3656805,042-288-4740
둔산도서관,대전광역시 서구 청사로 263,36.3600736,127.3931671,042-288-4800
유성도서관 엑스포분관,대전광역시 유성구 엑스포로 448,36.3999653,127.4079098,042-611-6583
가수원도서관,대전광역시 서구 가수원로 91-11,36.3019,127.348812,042-288-4770
노은도서관,대전광역시 유성구 노은동로234번길 34,36.381557,127.3206247,042-611-6610
유성도서관,대전광역시 유성구 대덕대로 507-38,36.3784791,127.375891,042-611-6530
대전 서구 어린이도서관,대전광역시 서구 정림동로 25,36.3050299,127.3684062,042-288-4830
진잠도서관,대전광역시 유성구 진잠로160번길 19,36.3031044,127.319778,042-611-6590
구즉도서관,대전광역시 유성구 와룡로37번길 20,36.4294702,127.3805883,042-611-6510
구암도서관,대전광역시 유성구 유성대로626번길 57,36.3492563,127.3300408,042-611-6630
신탄진도서관,대전광역시 대덕구 신탄진동로 64,36.4464999,127.4371944,042-608-5511
안산도서관,대전광역시 대덕구 계족로663번길 25,36.368296,127.4271497,042-608-5512
송촌도서관,대전광역시 대덕구 송촌로 59,36.3601292,127.4401556,042-608-5513
대전학생교육문화원,대전광역시 중구 동서대로 1360,36.3294343,127.4102572,042-229-1470
산성어린이도서관,대전광역시 중구 산서로62번길 53,36.2952803,127.3855744,042-220-0700
여성도서관,충청북도 제천시 독순로 70,37.138874,128.210637,043-646-6561
봉양도서관,충청북도 제천시 봉양읍 주포로8길 3-1,37.1322827,128.1245296,043-641-3771
전북도청도서관,전북특별자치도 전주시 완산구 효자로 225,35.8207082,127.101491,063-280-2452
광진정보도서관,서울특별시 광진구 아차산로78길 90,37.5510185,127.1105699,02-3437-5092
중곡문화체육센터도서관,서울특별시 광진구 능동로 433,37.5677352,127.0825706,02-3408-4960
자양제4동도서관,서울특별시 광진구 뚝섬로26길 58,37.5340446,127.0640456,02-465-0737
구의제3동도서관,서울특별시 광진구 강변역로 17,37.5380702,127.0896864,02-454-6294
도봉문화정보도서관,서울특별시 도봉구 덕릉로 315,37.644055,127.0420503,02-900-1835
도봉구청 행복작은도서관,서울특별시 도봉구 마들로 656,37.6686287,127.0470496,02-2091-2278
도봉1동 공립 작은도서관,서울특별시 도봉구 도봉로169나길 22,37.6786704,127.0433569,02-2091-5912
도봉2동 공립 작은도서관,서울특별시 도봉구 마들로 668,37.6696229,127.0465415,02-2091-5913
방학1동 공립 작은도서관,서울특별시 도봉구 방학로2길 27,37.6641869,127.0406367,02-2091-5904
방학2동 공립 작은도서관,서울특별시 도봉구 시루봉로 226,37.668177,127.0350425,02-2091-5905
방학3동 공립 작은도서관,서울특별시 도봉구 해등로32길 80,37.659887,127.023815,02-2091-5906
쌍문1동 공립 작은도서관,서울특별시 도봉구 노해로 147,37.6479992,127.0260364,02-2091-5900
쌍문2동 공립 작은도서관,서울특별시 도봉구 방학로3길 117,37.6580211,127.0387508,02-2091-5901
쌍문3동 공립 작은도서관,서울특별시 도봉구 노해로44길 9,37.6489437,127.0279086,02-2091-5902
쌍문4동 공립 작은도서관,서울특별시 도봉구 시루봉로 62-7,37.6564188,127.0283688,02-2091-5903
창1동 공립 작은도서관,서울특별시 도봉구 해등로 46,37.6483328,127.0437847,02-2091-5907
창2동 공립 작은도서관,"서울특별시 도봉구 덕릉로63길 53, 5층(창동 모퉁이 63)",37.6413898,127.0356396,02-2091-5908
창3동 공립 작은도서관,"서울특별시 도봉구 덕릉로 60차길 12, 초안마당 3, 4층",37.6381103,127.0428666,02-990-5909
창4동 공립 작은도서관,서울특별시 도봉구 노해로 390,37.6523,127.051532,02-2091-5910
창5동 공립 작은도서관,서울특별시 도봉구 도봉로136나길 20,37.6562098,127.0434809,02-2091-5911
북서울중학교,서울특별시 도봉구 도봉로169가길 33,37.6813005,127.0430239,070-5090-1060
도봉아이나라도서관,서울특별시 도봉구 노해로69길 151,37.6590072,127.0494699,02-995-4171
방학동육아종합지원센터,서울특별시 도봉구 방학로12길 28,37.6632313,127.0303315,02-3494-3557
도봉구립학마을도서관,서울특별시 도봉구 시루봉로 128,37.662109,127.027821,02-955-0655
창동육아종합지원센터,서울특별시 도봉구 우이천로4길 24-5,37.6335062,127.0411015,02-994-3372
도봉구립무수골도서관,서울특별시 도봉구 도봉로175길 10,37.6829589,127.0428608,02-3492-0078
도봉기적의도서관,서울특별시 도봉구 마들로 797,37.6676581,127.049132,02-3493-7171
지혜의등대 작은도서관,서울특별시 도봉구 도봉로 552,37.6540005,127.0386044,070-4215-8936
둘리도서관,서울특별시 도봉구 시루봉로1길 6,37.6538444,127.0227892,02-990-2200
성동구립도서관,서울특별시 성동구 고산자로10길 9,37.559208,127.03496,02-2204-6420
성동구립 무지개도서관,서울특별시 성동구 고산자로 270,37.563394,127.03674,02-2286-6025
성동구립 금호도서관,서울특별시 성동구 난계로 20,37.554169,127.02488,02-2204-6450
성동구립 용답도서관,서울특별시 성동구 용답중앙3길 10,37.566922,127.05129,02-2204-6470
성동구립 성수도서관,서울특별시 성동구 뚝섬로1길 43,37.545305,127.04703,02-2204-7590
성동구립 청계도서관,서울특별시 성동구 마장로 141,37.567838,127.02552,02-2204-7580
불암동작은도서관,경상남도 김해시 식만로389-5,35.222348,128.926009,055-336-7879
분성IPARK작은도서관,"경상남도 김해시 삼계로232, 현대I'PARK아파트 관리동 지하1층",35.266828,128.868101,055-331-5301
대동푸른뜰작은도서관,경상남도 김해시 대동면 동남로41번길 13-11,35.236135,128.993895,070-8883-4883
U보라작은도서관,"경상남도 김해시 전하로176번길 71, 반도보라아파트 주민공동시설 2층",35.223558,128.874226,055-324-3335
칠암도서관,경상남도 김해시 활천로285번길 14,35.244641,128.910439,055-330-4591
책고래작은도서관,"경상남도 김해시 장유로334번길 76, 장유e편한세상아파트 관리동 3층",35.193875,128.810209,055-314-5879
대동한마음작은도서관,"경상남도 김해시 함박로101번길 19, 대동한마음타운 관리동 2층",35.232696,128.865009,055-326-7760
떡갈나무숲작은도서관,"경상남도 김해시 율하2로 164, 율현주공13단지아파트 주민공동시설 1층",35.168306,128.817546,055-329-8005
김해글로벗도서관,경상남도 김해시 가락로 81,35.234074,128.881242,055-338-1616
대포천작은도서관,경상남도 김해시 상동면 장척로756번길6,35.30723,128.930649,055-323-8766
뜨란채작은도서관,"경상남도 김해시 우암로 36, 뜨란채아파트 관리동 2층",35.233109,128.860607,055-336-1250
덕산작은도서관,"경상남도 김해시 함박로119번길 6, 덕산아파트 관리동 2층",35.232338,128.867496,070-7760-0775
이안나누리작은도서관,"경상남도 김해시 해반천로278번길12-27, 이안아파트 커뮤니센터 1층",35.27375,128.867792,070-8168-0648
글혜윰작은도서관,"경상남도 김해시 진영읍 김해대로361번길 34, 진영코아루아파트 관리동 2층",35.310179,128.730168,055-342-0674
한신책사랑작은도서관,"경상남도 김해시 분성로48번길 16, 한신아파트 관리동 2층",35.231371,128.85225,055-337-5151
활천행복작은도서관,경상남도 김해시 인제로11번길51,35.229053,128.899879,055-337-5544
화정글샘도서관,경상남도 김해시 삼계중앙로13번길 19,35.26224,128.866382,055-330-2991
한국작은도서관,"경상남도 김해시 분성로 155, 한국2차아파트 관리동 지하1층",35.230341,128.86376,055-334-5400
하늘빛작은도서관,"경상남도 김해시 구산로5번길 57, 구지마을동원아파트 복리동 지하1층",35.253942,128.869623,055-314-3601
일동한신꿈나무작은도서관,"경상남도 김해시 분성로 14, 일동한신아파트 관리동 2층",35.231751,128.84809,055-322-4141
주촌디딤돌작은도서관,경상남도 김해시 주촌면 서부로1637번길 15,35.238248,128.830825,055-329-0079
장유대우작은도서관,"경상남도 김해시 팔판로 71, 푸르지오5단지아파트 복리동 2층",35.176558,128.791376,055-312-4489
진영한빛도서관,경상남도 김해시 진영읍 김해대로 440,35.304562,128.736912,055-330-4831
젤미작은도서관,"경상남도 김해시 능동로 32, 젤미부영e그린7차아파트 관리동 지하1층",35.196245,128.797396,055-313-4149
진례작은도서관,경상남도 김해시 진례면 송현로 21-1,35.249028,128.750676,055-345-4277
중흥샘이깊은작은도서관,"경상남도 김해시 진영읍 장등로19번길 18, 중흥s클래스2단지아파트 관리동 2층",35.308763,128.732954,055-346-7181
장유도서관,경상남도 김해시 대청로176번길 7,35.191583,128.79696,055-330-7461
김해기적의도서관,경상남도 김해시 율하1로 55,35.175871,128.810384,055-330-4651
김해청소년문화의집,경상남도 김해시 가락로176번길 3,35.242247,128.87837,055-330-4634
캐슬작은도서관,"경상남도 김해시 가야로451번길 9, 롯데캐슬1단지아파트 관리동 2층",35.242284,128.884509,055-334-4822
내외작은도서관,경상남도 김해시 금관대로1255,35.237567,128.857848,055-337-0050
팔판작은도서관,"경상남도 김해시 덕정로 68, 팔판마을e그린3차아파트 관리동 지하1층",35.179286,128.792246,055-312-9822
리첼작은도서관,"경상남도 김해시 덕정로 187, 세영리첼아파트 주민공동시설 지하1층",35.176391,128.804088,055-321-7764
석봉마을작은도서관,"경상남도 김해시 금관대로599번길 11, 대동1단지아파트 복리동 2층",35.202238,128.813129,070-8165-0213
생각이크는작은도서관,"경상남도 김해시 진영읍 김해대로361번길 31, 진영자이아파트 관리동 지하1층",35.310164,128.728697,055-346-4406
한림미래작은도서관,"경상남도 김해시 한림면 한림로 458번길 20, 2층",35.338277,128.785936,055-346-7274
삼계푸르지오작은도서관,"경상남도 김해시 가야로19, 푸르지오1차아파트 관리동 2층",35.271318,128.862157,055-339-7870
소리작은도서관,경상남도 김해시 가락로94번길 7,35.235203,128.8821,055-314-3657
삼계로얄작은도서관,"경상남도 김해시 가야로60, 동원로얄듀크아파트 관리동 2층",35.269517,128.865363,055-311-2151
율하e편한작은도서관,"경상남도 김해시 율하2로 198, 율하e편한세상아파트 휘트니스센터 내",35.171072,128.82092,055-905-1154
우리작은도서관,"경상남도 김해시 삼문로 88, 장유e그린1차부영아파트 복리동 2층",35.191327,128.808435,055-312-3342
월산주공작은도서관,"경상남도 김해시 월산로 101, 월산주공11단지아파트 관리동 2층",35.203889,128.802051,055-311-0261
인천 서구 검암도서관,인천광역시 서구 검암로20번길 20,37.5660754,126.6831116,032-565-1610
송파글마루도서관,서울특별시 송파구 충민로 120,37.480889,127.130358,02-449-8855
송파어린이도서관,서울특별시 송파구 올림픽로 105,37.5120643,127.0824157,02-418-0303
거마도서관,서울특별시 송파구 거마로2길 19,37.4935096,127.1468394,02-449-2332
소나무언덕잠실본동도서관,서울특별시 송파구 탄천동로 205,37.502967,127.077418,02-412-0750
송파어린이영어작은도서관,서울특별시 송파구 오금로 1,37.5217861,127.1010378,02-415-3567
돌마리도서관,서울특별시 송파구 백제고분로37길 16,37.5035159,127.1036498,02-414-7007
가락몰도서관,서울특별시 송파구 양재대로 932,37.492994,127.112326,02-3435-0950
소나무언덕1호작은도서관,서울특별시 송파구 올림픽로47길 9,37.5272233,127.1177482,02-475-0266
소나무언덕2호작은도서관,서울특별시 송파구 석촌호수로 155,37.5072203,127.0942233,02-424-0083
소나무언덕3호작은도서관,서울특별시 송파구 성내천로 319,37.4923005,127.1566327,02-443-0130
소나무언덕4호작은도서관,서울특별시 송파구 송이로 34,37.502185,127.116847,02-419-5100
금산인삼고을도서관,충청남도 금산군 금산읍 금산로 1543,36.1112746,127.4912762,041-750-3525
진산도서관,충청남도 금산군 진산면 읍내로 63,36.1438886,127.3698109,041-750-2953
금산작은도서관,충청남도 금산군 금산읍 방아동4길 17,36.0975478,127.4916323,041-754-1318
추부도서관,충청남도 금산군 추부면 하마전로 31,36.1909288,127.4700975,041-750-2955
금산기적의도서관,충청남도 금산군 금산읍 비단로 296-13,36.1109996,127.4906171,041-750-4482
울산남부도서관,울산광역시 남구 거마로13번길 6,35.535816,129.2951888,052-259-7532
울산 북구 중앙도서관,울산광역시 북구 두부곡1길 9,35.5842174,129.3679182,052-241-7407
울산 북구 기적의도서관,울산광역시 북구 이화5길 29-13,35.6622063,129.3364797,052-241-7420
울산 북구 농소1동도서관,울산광역시 북구 동대15길 27,35.6291873,129.3545038,052-241-7430
울산 북구 농소3동도서관,울산광역시 북구 아진1로 47,35.6330929,129.3355864,052-241-7440
울산 북구 염포양정도서관,울산광역시 북구 염포로 685-1,35.5318826,129.3939096,052-241-7450
울산 북구 명촌어린이도서관,울산광역시 북구 명촌12길 11,35.5550074,129.3553039,052-241-7460
울산 북구 매곡도서관,울산광역시 북구 매곡로 138-19,35.6441992,129.3504917,052-241-7470
푸른작은도서관,"울산광역시 북구 신천로 92, 관리동 2층",35.6449758,129.3530831,052-282-3814
책가방작은도서관,"울산광역시 북구 천곡남로 38, 관리동 지하1층",35.631562,129.3366859,052-967-8008
책사랑작은도서관,"울산광역시 북구 천곡길 165, 관리동 2층",35.6380752,129.3274329,052-935-1379
책누리작은도서관,"울산광역시 북구 염포로 459, 관리동 2층",35.5509767,129.3833239,052-289-3525
책놀이터작은도서관,"울산광역시 북구 아진로 42, 관리동 지하1층",35.6299962,129.3422293,052-282-6630
다울림작은도서관,"울산광역시 북구 천곡길 137, 107동 지하2층",35.6374664,129.3300097,052-286-6022
책마루작은도서관,울산광역시 북구 달천로 103-20,35.6317616,129.3269509,052-281-7785
가온누리작은도서관,"울산광역시 북구 신천소공원로 15, 108동 1층",35.6454614,129.346506,052-292-2774
양정작은도서관(달팽이),울산광역시 북구 염포로 521-1,35.5448314,129.3848384,052-288-3709
햇살작은도서관,울산광역시 북구 중산동로 37,35.6547535,129.3506303,052-292-9955
꿈꾸는작은도서관,울산광역시 북구 아진로 75,35.6297775,129.338959,052-282-0604
아름드리작은도서관,"울산광역시 북구 신기3길 19-6, 관리동 2층",35.6453706,129.3544357,070-4415-1212
극동푸른작은도서관,"울산광역시 북구 신천로 27, 관리동 1층",35.6415845,129.3480783,052-285-3340
양주시립꿈나무도서관,경기도 양주시 백석읍 꿈나무로 199,37.7923901,126.9871678,031-8082-7411
양주시립덕정도서관,경기도 양주시 화합로1371번길 11,37.842918,127.0631264,031-8082-7420
양주시립남면도서관,경기도 양주시 남면 개나리17길 24,37.8980773,126.9758804,031-8082-7436
양주시립고읍도서관,경기도 양주시 고읍남로 207,37.7925771,127.0843348,031-8082-7447
양주시립덕계도서관,경기도 양주시 평화로1475번길 39,37.8224492,127.0478443,031-8082-7456
양주희망도서관,경기도 양주시 삼숭로38번길 78-47,37.7979256,127.103811,031-8082-7466
양주시립광적도서관,경기도 양주시 광적면 광적로42번길 5,37.8213656,126.986781,031-8082-7483
장흥작은도서관,경기도 양주시 장흥면 호국로 470,37.7137571,126.9693719,031-8082-7468
여수시립쌍봉도서관,전라남도 여수시 학동서4길 18-12,34.7630441,127.658722,061-659-4770
